orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all46551	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	1567697	1570011	all46551	0	-	1567697	1570011	0,0,0	3	153,237,3,	0,1426,2311,
all46553	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	150368872	150371356	all46553	0	+	150368872	150371356	0,0,0	2	69,129,	0,2355,
all46575	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	77977477	77980216	all46575	0	-	77977477	77980216	0,0,0	2	149,76,	0,2663,
all46579	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	119500112	119542671	all46579	0	-	119500112	119542671	0,0,0	5	147,144,87,119,82,	0,15396,25919,27193,42477,
all46581	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	36659078	36659186	all46581	0	+	36659078	36659186	0,0,0	1	108,	0,
all46597	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	112978530	112987379	all46597	0	+	112978530	112987379	0,0,0	2	255,342,	0,8507,
all46620	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	50025303	50035458	all46620	0	+	50025303	50035458	0,0,0	7	37,51,72,74,110,55,42,	0,347,1092,4421,8093,8798,10113,
all46629	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	69329021	69329072	all46629	0	-	69329021	69329072	0,0,0	1	51,	0,
all46644	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	76718728	76721853	all46644	0	-	76718728	76721853	0,0,0	3	132,139,56,	0,1631,3069,
all46646	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	58520425	58520476	all46646	0	-	58520425	58520476	0,0,0	1	51,	0,
all46652	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	55642496	55643027	all46652	0	+	55642496	55643027	0,0,0	1	531,	0,
all46655	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	38930966	38932700	all46655	0	+	38930966	38932700	0,0,0	3	32,68,368,	0,309,1366,
all46671	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	28795545	28796174	all46671	0	-	28795545	28796174	0,0,0	2	187,128,	0,501,
all46673	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	38779448	38779586	all46673	0	-	38779448	38779586	0,0,0	1	138,	0,
all46802	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	42775316	42775394	all46802	0	+	42775316	42775394	0,0,0	1	78,	0,
all46812	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	49357387	49357672	all46812	0	-	49357387	49357672	0,0,0	1	285,	0,
all46815	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	14711196	14712912	all46815	0	-	14711196	14712912	0,0,0	2	114,39,	0,1677,
all46817	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	43527375	43527444	all46817	0	-	43527375	43527444	0,0,0	1	69,	0,
all46818	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	132696633	132699229	all46818	0	-	132696633	132699229	0,0,0	2	49,59,	0,2537,
all46823	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	152122435	152122531	all46823	0	-	152122435	152122531	0,0,0	1	96,	0,
all46825	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	55472854	55497650	all46825	0	-	55472854	55497650	0,0,0	3	191,137,38,	0,19427,24758,
all46829	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	120396103	120432097	all46829	0	-	120396103	120432097	0,0,0	5	22,122,87,61,68,	0,17887,23748,29202,35926,
all46831	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	144423804	144424223	all46831	0	-	144423804	144424223	0,0,0	3	118,92,9,	0,236,410,
all46834	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	129008683	129008764	all46834	0	-	129008683	129008764	0,0,0	1	81,	0,
all46837	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	17590363	17594316	all46837	0	-	17590363	17594316	0,0,0	2	83,112,	0,3841,
all46843	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	10701287	10715750	all46843	0	-	10701287	10715750	0,0,0	5	66,175,98,123,57,	0,672,2763,11923,14406,
all46844	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	25209794	25227367	all46844	0	-	25209794	25227367	0,0,0	3	117,160,134,	0,15819,17439,
all46854	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	31490834	31492269	all46854	0	-	31490834	31492269	0,0,0	3	98,78,73,	0,1174,1362,
all46855	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	8289897	8289936	all46855	0	+	8289897	8289936	0,0,0	1	39,	0,
all46857	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	44070944	44071187	all46857	0	+	44070944	44071187	0,0,0	1	243,	0,
all46863	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45485707	45489494	all46863	0	-	45485707	45489494	0,0,0	6	82,59,47,70,139,149,	0,347,2763,2929,3140,3638,
all46864	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	46686752	46687178	all46864	0	-	46686752	46687178	0,0,0	1	426,	0,
all46904	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	37566854	37568344	all46904	0	-	37566854	37568344	0,0,0	3	153,92,70,	0,818,1420,
all46908	Variant_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	190927305	190932862	all46908	0	+	190927305	190932862	0,0,0	4	177,132,93,147,	0,3131,4239,5410,
all46910	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	134954582	134954648	all46910	0	+	134954582	134954648	0,0,0	1	66,	0,
all46915	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	124763622	124766289	all46915	0	-	124763622	124766289	0,0,0	3	96,167,64,	0,768,2603,
all46916	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	165079657	165079723	all46916	0	-	165079657	165079723	0,0,0	1	66,	0,
all46918	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	159274616	159284931	all46918	0	+	159274616	159284931	0,0,0	5	6,99,117,128,28,	0,531,3621,8595,10287,
all46923	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	43521246	43521300	all46923	0	+	43521246	43521300	0,0,0	1	54,	0,
all46925	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	125276145	125277204	all46925	0	-	125276145	125277204	0,0,0	2	98,103,	0,956,
all46927	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	89637337	89637795	all46927	0	-	89637337	89637795	0,0,0	2	16,71,	0,387,
all46938	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	119419407	119420360	all46938	0	-	119419407	119420360	0,0,0	2	113,310,	0,643,
all46939	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	32742589	32743410	all46939	0	+	32742589	32743410	0,0,0	2	159,57,	0,764,
all46944	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	46367271	46372533	all46944	0	-	46367271	46372533	0,0,0	4	69,82,202,25,	0,3504,3906,5237,
all46951	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	68044347	68046596	all46951	0	+	68044347	68046596	0,0,0	3	156,150,93,	0,1424,2156,
all46955	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	18593819	18744252	all46955	0	+	18593819	18744252	0,0,0	4	2,236,107,153,	0,2186,34307,150280,
all46958	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	141176580	141177078	all46958	0	-	141176580	141177078	0,0,0	1	498,	0,
all47003	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	10461489	10461663	all47003	0	-	10461489	10461663	0,0,0	1	174,	0,
all47007	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	153543758	153543893	all47007	0	-	153543758	153543893	0,0,0	1	135,	0,
all47014	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	32449537	32454254	all47014	0	+	32449537	32454254	0,0,0	3	15,82,14,	0,2854,4703,
all47016	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	114085796	114085904	all47016	0	+	114085796	114085904	0,0,0	1	108,	0,
all47036	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	89637272	89637840	all47036	0	-	89637272	89637840	0,0,0	2	81,99,	0,469,
all47041	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	101239805	101245070	all47041	0	-	101239805	101245070	0,0,0	5	98,106,77,133,111,	0,336,1024,4201,5154,
all47043	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	42546592	42552608	all47043	0	+	42546592	42552608	0,0,0	3	14,125,65,	0,2063,5951,
all47045	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	117704514	117712394	all47045	0	+	117704514	117712394	0,0,0	2	51,6,	0,7874,
all47049	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	58364860	58368765	all47049	0	+	58364860	58368765	0,0,0	3	16,94,46,	0,3062,3859,
all47051	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	73250851	73252527	all47051	0	-	73250851	73252527	0,0,0	3	140,261,58,	0,911,1618,
all47055	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	68261644	68261668	all47055	0	-	68261644	68261668	0,0,0	1	24,	0,
all47060	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	27028362	27028461	all47060	0	+	27028362	27028461	0,0,0	1	99,	0,
all47062	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	109590852	109596577	all47062	0	+	109590852	109596577	0,0,0	4	9,117,154,152,	0,388,4175,5573,
all47073	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	20306034	20314065	all47073	0	+	20306034	20314065	0,0,0	2	48,90,	0,7941,
all47082	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	49887852	49887936	all47082	0	+	49887852	49887936	0,0,0	1	84,	0,
all47083	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	58994109	58994676	all47083	0	+	58994109	58994676	0,0,0	2	130,35,	0,532,
all47084	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	32703381	32703420	all47084	0	-	32703381	32703420	0,0,0	1	39,	0,
all47089	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	120611016	120612264	all47089	0	+	120611016	120612264	0,0,0	2	62,82,	0,1166,
all47133	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	32600320	32600419	all47133	0	+	32600320	32600419	0,0,0	1	99,	0,
all47145	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	202580485	202580560	all47145	0	+	202580485	202580560	0,0,0	1	75,	0,
all47149	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	39841743	39847602	all47149	0	-	39841743	39847602	0,0,0	5	170,118,110,78,55,	0,2357,2787,5476,5804,
all47151	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	201963638	201969554	all47151	0	+	201963638	201969554	0,0,0	3	106,111,86,	0,1794,5830,
all47163	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	143905555	143905786	all47163	0	-	143905555	143905786	0,0,0	1	231,	0,
all47166	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	186674352	186675324	all47166	0	-	186674352	186675324	0,0,0	2	410,76,	0,896,
all47206	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	85840143	85840239	all47206	0	-	85840143	85840239	0,0,0	1	96,	0,
all47210	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	207081212	207165586	all47210	0	-	207081212	207165586	0,0,0	4	52,124,61,120,	0,7245,43131,84254,
all47241	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	183086780	183099485	all47241	0	-	183086780	183099485	0,0,0	3	8,47,134,	0,7778,12571,
all47246	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	530652	539369	all47246	0	+	530652	539369	0,0,0	3	93,164,217,	0,3165,8500,
all47270	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	111073591	111076074	all47270	0	+	111073591	111076074	0,0,0	2	54,129,	0,2354,
all47294	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	138115680	138115746	all47294	0	-	138115680	138115746	0,0,0	1	66,	0,
all47309	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	33301759	33303981	all47309	0	-	33301759	33303981	0,0,0	2	12,27,	0,2195,
all47324	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	100875277	100880726	all47324	0	+	100875277	100880726	0,0,0	3	51,140,31,	0,295,5418,
all47336	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	157540713	157568926	all47336	0	-	157540713	157568926	0,0,0	3	72,74,25,	0,8232,28188,
all47344	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	27736215	27762450	all47344	0	-	27736215	27762450	0,0,0	7	30,46,203,104,76,52,32,	0,4256,11861,12279,16296,20503,26203,
all47353	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	125233704	125233980	all47353	0	+	125233704	125233980	0,0,0	1	276,	0,
all47374	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	35179140	35179329	all47374	0	+	35179140	35179329	0,0,0	1	189,	0,
all47394	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	85648042	85655623	all47394	0	+	85648042	85655623	0,0,0	4	47,93,172,30,	0,2206,6020,7551,
all47399	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	36648017	36659186	all47399	0	+	36648017	36659186	0,0,0	2	138,168,	0,11001,
all47403	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	94498397	94498532	all47403	0	+	94498397	94498532	0,0,0	1	135,	0,
all47412	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	65124537	65125872	all47412	0	+	65124537	65125872	0,0,0	3	115,125,147,	0,950,1188,
all47455	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	102664800	102678316	all47455	0	+	102664800	102678316	0,0,0	4	125,208,120,90,	0,9482,11495,13426,
all47456	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	27621893	27623250	all47456	0	+	27621893	27623250	0,0,0	2	116,376,	0,981,
all47472	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	55138365	55145271	all47472	0	+	55138365	55145271	0,0,0	4	3,89,166,156,	0,1909,4218,6750,
all47482	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	55509	57143	all47482	0	+	55509	57143	0,0,0	4	40,106,75,58,	0,267,1029,1576,
all47488	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	3021255	3021826	all47488	0	+	3021255	3021826	0,0,0	3	64,135,56,	0,299,515,
all47489	Trunc_None_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	1786571	1787682	all47489	0	+	1786571	1787682	0,0,0	2	84,6,	0,1105,
all47494	Trunc_None_internal	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	56844540	56844609	all47494	0	+	56844540	56844609	0,0,0	1	69,	0,
all47499	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	89313568	89317034	all47499	0	-	89313568	89317034	0,0,0	2	21,102,	0,3364,
all47500	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	23524370	23525360	all47500	0	-	23524370	23525360	0,0,0	2	84,117,	0,873,
all47525	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	78676090	78681006	all47525	0	-	78676090	78681006	0,0,0	3	79,155,36,	0,4099,4880,
all47535	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	82048725	82048785	all47535	0	-	82048725	82048785	0,0,0	1	60,	0,
all47561	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	36113754	36114706	all47561	0	-	36113754	36114706	0,0,0	5	63,52,75,74,48,	0,260,422,584,904,
all47564	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	38889308	38899580	all47564	0	-	38889308	38899580	0,0,0	7	15,57,107,42,114,49,75,	0,380,546,794,4105,4510,10197,
all47569	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	3820693	3823878	all47569	0	+	3820693	3823878	0,0,0	3	65,192,4,	0,1408,3181,
all47579	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	35669621	35674566	all47579	0	-	35669621	35674566	0,0,0	5	64,90,84,82,55,	0,3133,3979,4728,4890,
all47581	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr21	29006416	29006536	all47581	0	-	29006416	29006536	0,0,0	1	120,	0,
all47963	Variant_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	126607910	126607973	all47963	0	-	126607910	126607973	0,0,0	1	63,	0,
all48130	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	99221068	99221122	all48130	0	-	99221068	99221122	0,0,0	1	54,	0,
all48199	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	136980271	136980855	all48199	0	+	136980271	136980855	0,0,0	2	13,23,	0,561,
all48220	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	9850717	9877943	all48220	0	-	9850717	9877943	0,0,0	4	59,91,120,39,	0,20469,21251,27187,
all48240	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	63841213	63857594	all48240	0	+	63841213	63857594	0,0,0	3	19,128,45,	0,15092,16336,
all48241	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	86210581	86210668	all48241	0	+	86210581	86210668	0,0,0	1	87,	0,
all48248	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	173363228	173364032	all48248	0	+	173363228	173364032	0,0,0	3	234,78,33,	0,589,771,
all48251	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	61526398	61533885	all48251	0	-	61526398	61533885	0,0,0	2	123,114,	0,7373,
all48255	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	27131413	27131786	all48255	0	-	27131413	27131786	0,0,0	2	95,115,	0,258,
all48275	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	197950247	197955773	all48275	0	+	197950247	197955773	0,0,0	5	52,43,153,145,24,	0,688,911,3755,5502,
all48293	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	10747824	10756518	all48293	0	+	10747824	10756518	0,0,0	5	57,67,102,91,52,	0,1377,3308,7317,8642,
all48305	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	26240413	26240737	all48305	0	+	26240413	26240737	0,0,0	1	324,	0,
all48359	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	49741590	49758358	all48359	0	+	49741590	49758358	0,0,0	6	21,86,109,121,49,7,	0,10873,11382,14044,16636,16761,
all48390	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	59639131	59642229	all48390	0	-	59639131	59642229	0,0,0	2	26,94,	0,3004,
all48413	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	45812647	45816767	all48413	0	+	45812647	45816767	0,0,0	6	149,28,87,205,60,59,	0,789,1736,2893,3206,4061,
